text,label
星选好物工厂店,2
BUV美妆旗舰店,2
小贝贝婴儿服饰,2
一沐数码,2
阿名旅行A,1
芙胜,0
网驰,0
韩棠精选,2
苏弟弟,1
☺️,1
弥渡融媒,1
bilibili,0
咖世家咖啡,1
汉丽家居百货个体店,2
@⑦丐哥,1
宝拉拉美衣,2
紫腚能火西瓜妹,1
珂拉琪colorkey官方旗舰店,1
唯品会官方旗舰店,1
麦姐百货🌾,1
Bath Enze,0
初一M,2
匠者厨电,1
竹山下,0
郭鑫雨,1
银牙曳步舞零基础教学,1
记住老秦,1
KHAOSHONG,0
华缨,0
金鹿角官方旗舰店,2
嘿科技实验室,1
道胜明洋,1
附东,2
蔷薇D,2
FEIFANWO,0
杨大小姐Eva,1
美媛春,0
MOFEIFAN,0
听她说,1
LAOJINDOU,0
酬恩烘焙旗舰店,2
孙小寒,1
天门卡西女装店,2
粤强酒业卖场店,2
MMOPTOP,0
汪汪队立大功景澜童装专卖店,2
是吱吱子耶,1
橘子。,1
程宰相,1
OBE,0
华奢名品,1
果笑颜,0
maxmoon,2
老钓友渔具店,1
才艺盼姐,1
端阳家居生活专营店,2
酷灵剧场,1
维达卉卉专卖店,2
北京同仁医院骨科佟刚,1
其妙七号零食店,2
吴丽🎗️感恩遇见,1
能力者——秀哥哥,1
缔奢美,0
问茶听海,0
阿炀,1
易举,0
文絮优选店,2
北京锦强信息咨询有限公司,1
弋秦光艺,0
比鲁斯Bruce(香港探家原创🇭🇰),1
sakose护肤旗舰店,2
小黑炭发现,1
成长书单精选,1
加绒睡衣优选,2
锋哥,1
korakublue,0
杞仁春滋补旗舰店,2
温州鞋店,2
陆羽鸿渐,1
迷途的羔羊,1
佳夕甄选供应链,2
柯延丞,1
宜可露,0
ROG,0
明星·成有才,1
尚品好物馆,2
90后正能量,1
迦南宇宙,1
北京海亮,1
村花娱乐,1
一只小喵幂,1
鑫峰3C数码,2
蒋良心,1
东城观星,1
胡老师 。,1
宏仔,0
沈阳老舅,1
植物妈妈官方旗舰店,2
佳佳大码女装888,1
时献,0
大头贝贝,1
孙丹虹—台球,1
月儿公主美妆旗舰店,2
卸岭力史,1
俏俏货,2
《七十岁的年轻人》,1
周晓琪,1
张星旅行记,1
边潇潇,1
温州百晓在线,1
魔盒魔莉护肤专卖店,2
杰哥无人机（新款兽五无人机发布）,1
欧派整装大家居,1
好麦多旗舰店,2
旬觅,0
山语悦诗,2
Unifree芜湖元派电子商务有限公司个人防护专卖店,2
明镜,1
颜青春,0
一只小鱼儿🐟,1
颐莲官方旗舰店,1
阿刺,1
九柒影视,1
北极绒服饰配件奥莱旗舰店,2
蕲艾,0
强子好物企业店,2
佳玲老师瑜伽,1
桔多日用品厂,2
海马规划,1
猫小圣百货,2
聚力严选精品店个体店,2
炫迈同学🍼,1
创优文具专营店,2
177764107lyy,1
暖妮儿新疆棉花被,2
呆阿拿不呆,1
雨溪,0
易柏创腾家居生活专卖店,2
大利,1
佳帮手多七专卖店,1
云云佳美,0
港荣Kong WENG官方旗舰店,2
万达品牌童鞋特卖,1
幻馨,0
力潮文创,0
chenxiaohua19,1
华美,0
行者,1
艺柏欧,0
白雪~中国象棋②,1
随风游戏,1
菲肯,0
五儿,0
砖家刘红砖,1
李医生DOCTOR LI官方旗舰店,2
美黛·安芬,0
陶市官方旗舰店,2
旭诺依,0
ZCKJ008,1
CaiwanKaidi时尚旗舰店,2
酷娃米童装羽绒服,2
毛巾少爷,1
珂莱欧,0
电竞叛客,0
文森特别6,1
双沙,0
渔火说剧,1
缪斯之娇,0
KEWOHUA,0
香妃旗舰店,2
蔡蔡老师,1
学厨,0
解毒君,1
HNFC服饰旗舰店,2
蔓缇萱义乌市汝英服饰有限公司专卖店,2
植女（早6晚6直播分析腿型）,1
爆笑虫子搞笑动漫,1
绿姬园艺,2
粉雾生活百货个体店,2
御清颜官方旗舰店,2
吉吉姐Gigi,1
皮皮爱吃肉肉呀,1
哈曼·卡顿官方旗舰店,1
村里两朵花🎤,1
蔚巧园沧州飞鸣商贸有限公司零食专卖店,2
杜恩,0
横琴之巅武林风,1
墨香书韵图书,2
雪儿baby,1
探纪自然,1
桐哥,1
凸凸棉官方旗舰店,2
爱豆讲升学规划,1
KAFANKOU,0
大侦探胖哒,1
华荣品,0
酷酷的鑫（后羿）,1
eLL官方旗舰店,1
ASMIEEII,0
轩靓,0
鱼书雁信,1
球球美食,2
BLUEO,0
雪贝茜女装旗舰店,2
奥诗琳,2
芷怡女装供应链,2
秦王珠宝一号小店,2
单亲妈妈,1
VLIDATE,0
周老师好物图书精选,1
TOPFENG旗舰店,2
🐝豆花花,1
洋洋理想家🏠,1
揭西县宇之家食品贸易有限公司,2
大东女鞋旗舰店,1
华晓明,1
青岛孚德Fude×好迪鞋业,1
娘娘来了,1
金叶专营店,2
缘分是你,1
域发,0
李可欣,1
丽质华堂,0
黛希定制女包,1
罗元,1
小喇叭自驾旅行,1
Ti doctor,0
Alone0807,1
钱时代,0
萌行高端严选,2
百羽企业店,2
大城小事,1
猫人MiiOW服饰奥莱旗舰店,2
MOFI,0
小林来了,1
花花fiore,1
南极人旗舰店,2
小优星短剧,1
于明加,1
小语🌹,1
Many的手工日常,1
海宁卢漂亮皮草,1
第五人格雪憨憨,1
美厨好太太,0
好想你海南专卖店,2
西西,1
斯令vlog说车,1
唐老师果园管理全中农业,1
SATURNBIRD COFFEE,0
食小仙食品仓,2
南戈探影,1
茶丫头 爱唱歌,1
JSD佳爷欧货衣馆个体店,2
宁才神（爱吹管）,1
孺果说财经,1
龙水,0
涛哥人生路（迁善戒赌中心）,1
何瑞贤,1
LiBiQuan莉碧泉 9店,2
圆猫好物,1
Semper,0
十六   供应链,2
元气tomato,1
远大魔方科技,1
曾志伟,1
亲零嘴食品旗舰店,2
法禄达家居生活旗舰店,2
惠惠家,1
卡登博,0
老枪轻奢个体店,2
盖君炎,1
帆姐说剧,1
周六野Zoey,1
兵码勇,0
Loving,0
Combolab星火婴童生活专卖店,2
驰为,0
爱图腾官方旗舰店,1
天狼,0
Auto车探,1
DJUNGLE江狗潮袜,1
小敏💤,1
林悦Lynn_,1
花西词聊城抖王商贸有限公司家居清洁专卖店,2
大头爷🔥,1
娟姐看法,1
李木子,1
小先生【溜溜球版】,1
安德鲁四壮,1
绝迹说漫,1
钱颂亿kiki,1
@静：如水,1
ubay家居生活旗舰店,2
盖璞,0
泰克堡垒,0
缇倩,0
圣曦食品,2
梵卡曼,0
TJ（和平精英）,1
饿了喵零食超市个体店,2
白衣飘飘说剧,1
美若康,0
红餐网,1
刘冰话财,1
铜山区非鲤不可渔具店的小店个体店,2
禅悟修心、,1
豫善堂,0
雷司,0
COCO掌柜2店,2
燃叫,0
sp张小凡,1
乡村小杨,1
蕊靓优品店,2
听趣女装旗舰店,1
沛沛家,2
迪拜波波,1
百变小林,1
童旭Tick,1
在桃梦境,1
军👐🏻,1
福食锦旗舰店,2
LKK,0
forever key美容旗舰店,2
韓香匯,0
李氏牛牛,0
独步山野,1
中国科学技术出版社,2
兔子阳林汐,1
小冰崽子,1
MULHE,0
UrbanPaces,0
Remy Martin,0
久吉良女装,2
X熹服饰,2
素玳,0
宋智轶,1
南通紫童阁纺织品有限公司的小店,2
阿楠 〄,1
卡芬得专营店,2
菠萝赛东,1
dancebees,0
贵人鸟GRN鞋服店,2
妮可可爱了,1
洽尔德童装企业店,2
乐在远游,1
Leafoo,0
小洛家童装1号个体店,2
a13544333341,1
蜡笔小星,1
磐写旗舰店,2
BXF,0
BSTY,0
玄灵阁文玩,2
沫,1
骨往筋来,1
闪电新闻,1
红狼厨房用品,2
时光影视,1
多走路,0
羊毛月,1
YUAN NEW,0
辛缇,0
Timi和三月,1
沐晨小铺,2
仁棠,0
紫怡,1
王丽娜百货店,2
小欣欣,1
草莓焦糖「转型版」,1
在泰國的🐻叔叔,1
姜姜大王,1
妙招生活,1
单身胖女人（84年）鼠🐭,1
李墨菲,1
邂逅大叔家女鞋,2
恋小果山东欧麦多食品有限公司水饮专卖店,2
趁时光还在🙏,1
利大独家服饰,2
德阳,0
森女部落女装旗舰店,2
BOLANGCHI,0
汤臣倍健官方旗舰店,1
表姐♥️,1
Panda 美妆店,2
乐宅家食食品旗舰店,2
一莫,0
清沐纯子纸巾工厂店,2
安踏儿童童鞋旗舰店,1
美女情报局,1
我爱电器维修,1
海澜之家婴童洗护旗舰店,2
滴滴巴巴,0
山与风工作室,2
叶掌门,0
周七夫妇（周周和七七）,1
学拍视频剪辑,1
小A学财经,1
丽尔家家居生活旗舰店,2
宾西官方旗舰店,2
草本防衰抗皱研究院,2
阿冰好剧,1
万光百货商行,2
拆哥有套路,1
秦时明月,1
淘书天下图书专营店,2
老马的春天哈吉客创始人,1
则禧生活体验馆,2
徐老板的六店,2
W&P,0
Stugart,0
三盏茶器,2
人善被人欺，以礼待人,1
火焰小草莓,1
豫道速食旗舰店,2
金箔瀚五金工具个体店,2
奉节县明举食品厂,2
江南菲丽,0
朵澜,0
RA&RN,0
思颖原创,2
金典爱上棉品,0
涵琳密语个人护理旗舰店,2
浓密秀发小又又,1
品之喜,0
妹妹!,1
怡涵家纺工厂店,2
清水溪·汉初,0
拾陆度,1
雨波波s,1
小光-不忘初心,1
酒仙脆,2
疏勒发布,1
五谷自由,0
好物源美妆日化,2
李江涛,1
木念,1
左老师要温柔,1
vsice王奇子,1
法门寺,2
宝妈日用百货实力工厂店,2
心泓,2
Zobo,0
慢严舒柠,0
国货精选深圳店,2
薯光农产品,2
贝司令官方旗舰店,2
Kabu,0
维达乐橙专卖店,2
卷卷精品馆,2
森洲庄伦专卖店,2
盼宝小店,2
大玛仕,0
小蔡磊,1
苏苏的小店丫,2
团溜溜,1
振德官方旗舰店,2
李噢的画,1
千百越,2
吖觉,0
奥利奥熊,1
森林众业,2
喻彼严选,2
老庙官方旗舰店,1
潮实,2
小白鲸旗舰店,2
珍酒,0
江校长土特产店,2
妇科花姐,1
桦川家居专营店,2
JINXIXI,0
成都美味,1
了不琦家居,2
六个憨憨,1
詹詹的WiFi,1
诺菲纸品个体店,2
DQ中国官方账号,1
荣事达,0
火派电动车,1
匠笔,0
诗百丽,0
糖姑娘,2
蕲济,0
慧新饰品旗舰店,2
邦诗洁日化的小店,2
摩登主妇官方旗舰店,1
埃蒙Aimeng旅行版,1
张天恩男装,1
义乌市鸿懿玩具店个体店,2
融暖园艺旗舰店,2
菜盟主,1
MQ&DR,0
大头和珍珍,1
涛涛宝宝好物严选,2
是希宝吖,1
倪先生MR.NI官方旗舰店,2
TongC小萝卜,1
萱艳饰品,2
西西来了官方旗舰店,2
沁喜合游记,1
暖洁严选,2
湖一直在骑行【授权号】,1
活力哥有氧健身操1号,1
英氏营养食品旗舰店,2
精选小苹果壳管家,1
shinrea,0
🌙 莹月教你学唱歌🎤,1
佳彩服饰工厂,2
PANPASI,0
森马官方旗舰店,2
E.T外星人街舞,1
寻美记工厂店,2
鸿萌电子商务,2
安妙妙食品店,2
小嗝再睡会,1
好学匠,0
兔子,1
正琅,0
刘掌门非英雄,1
冲锋牛仔,0
夢燊供应链,2
梦达,0
璞莱纺织,2
娃娃鱼影视,1
SINSIN,2
采鲜伯,0
博美纳,0
SUPERLIU服饰,2
善行天下33,1
小雅辰零食店,2
东陂穗轩,0
3哥搞笑配音,1
甄优达官方旗舰店,2
花薇视界,1
阿克陶融媒,1
金汇商贸,2
洋帆食品个体店,2
鹏琳,2
星客来,0
爱与二歪,1
Toscana,1
啄木鳥汤诚专卖店,2
JIEYOU PRINCESS,0
啊满服装,2
艾力威,0
百肤邦,0
旺旺领曦专卖店,2
亿而衫,0
威立妙,0
QINJIANGUO,0
出海的渔民,0
张晖【残障人士】,1
郑州烟雨通信有限公司,2
子炎生鲜旗舰店,2
金智佳人,1
箸之山,0
葡萄欧尼,1
燕界,0
云小喵的小店,2
NEW BOLUNE,0
交通发布,1
阿迷,1
新农人小胖记录农村生活,1
萌面雕,1
喜家家,0
海燕美食分享,1
牛牛杂货铺,2
极萌,0
平安天津,1
洛恒食品专营店,2
沐晴,1
芝麻财经,1
颖售后,1
舌尖上的年味儿,1
河北任哥,1
ROMISTUDIO女装,2
电车发现室,1
唐米欧严选,2
比比东💃,1
高德地图,1
香彩女装,2
莉莉,1
柠檬宝宝童装旗舰店,2
内e仙子河南磐全商贸有限公司内衣专卖店,2
茂瑶,2
崽崽超市,1
迈路士,0
伊品贝优服饰配件旗舰店,2
星姐倬伦,1
羔羊部落,0
曲体【记录生活】,1
dyyqoydg8y6x,1
百姓优品,2
小恐龙很哇噻,1
红花园李彬,0
MissGoandy蜜柚小姐美甲,2
顺其自然,1
小马家童装个体店,2
随州 酱香饼（ 勇哥）,1
白派童装工厂店,2
XIANGYIYUAN,0
济禧堂,0
王上严选,0
英语小课堂,1
OUSLONG,0
怪兽黑鲨,0
比奢,0
玲子影视,1
昊昊,1
海口龙华区羽恒洋百货商行,2
知行品质甄选,2
小沐鸭,0
光棍大食堂,1
上海去哪吃,1
其他品牌,0
小珞吖,1
FION,0
_͏4,1
ZHENMIANCUN,0
WILLIAMPOLO,0
欧诗佩,0
葫芦娃酱,1
ALLMUS,0
雪貂留香官方旗舰店,2
兔瑞克🐰,1
HENGSI,0
三胖蛋官方旗舰店,2
聪博婴童用品旗舰店,2
红格子丹丹曳舞168,1
华强撩剧,1
dyyy990880,1
北京交通广播,1
花西子,0
EZVIZ,0
世域,0
毕奇,2
皓哥,1
正云,1
派塔,0
不知,0
岱岩峰,0
42号星球,1
OUSHANGLAN,0
乐姐服饰商行,2
足球记忆,1
她智慧高端护肤,2
光之继承者✨,1
喷火龙🔥,1
千年瓷都冠诺陶瓷餐具,1
康米,0
曲含,0
CHUANYUNFENG,0
三月的枫,1
酥工,1
澳洲名袋鼠,0
台妹PKGIRL,1
铭铭有你,2
香米之家,2
小厨家常菜,1
工厂护肤3号店,2
硕士瑞谈,1
燥律,0
马伟明医生,1
香芋推剧,1
枫叶哥,1
直播绵阳,1
茅台,0
赣,1
刘 丹,1
小王同学,2
幻颜当铺,1
MICO,0
可爱棉母婴旗舰店,2
Nicomama,0
甄味唻农场水果蔬菜旗舰店,2
乔丹松达专卖店,2
沐寒,1
阿兴,1
ALMONDROCKS,0
四川融媒体快报,1
Nefelibata,0
仙特斯威个人防护旗舰店,2
幸福时光79ocpd,1
三川z,1
五叶草好物生活馆,2
veidoorn维动的小店,2
义乌市绪磁贸易商行,2
优莱达,0
CEOOL,0
彩云,1
MooMar,0
宏伟家居馆,2
山海/全网No.1工作室,1
开鑫开鑫,1
ZKM时尚店,2
有才小叮当,1
马修斯,0
固安鱼出水户外用品有限公司,2
乐丸百货,2
米郁🌽,1
乌兰布统食品旗舰店,2
刘二妹,1
恋上家家居生活企业店,2
幸福一生1852683325,1
陌小允,0
妍宝贝,1
影视侠,1
Kocotree旗舰店,1
南有竹胖哈果树苗木专卖店,2
房车旅行,1
薇宝（小号）,1
爱巴郎,0
TOPSPORTS运动户外旗舰店,1
贰羊设计,0
励志云集,1
鱼丸儿͏͏,1
鑫乐潮,0
逸朗特,0
凡薇家纺浦江安居电子商务有限公司家居用品专卖店,1
万佳优品铺,2
歌霓丝服饰,1
澳亿,0
美盛匠新,0
童颜纪旗舰店,2
魔哒君,1
124葡萄皮（玩兔范儿）,1
娟姐气质女人专属衣柜,2
宜妆儿,2
曹律师婚姻说法,1
幸运叶子运动户外专营店,2
追娱少女起司酱,1
BORSU旗舰店,2
金威城,1
果果雅致原创设计1(下午三点半左右开播,1
Uncle Sam4店,2
红豆居家服饰旗舰店,2
七姐爱好健身舞,1
教你学音乐-,1
欧诗玛,0
以心会友！,1
蜡笔燕,1
童稚园3店,2
Chris谈留学,1
弘光优选,2
叁小西,2
Miss zzy官方旗舰店,1
夏繁春,0
古馆家居旗舰店,2
瑞膜臻品,2
Hungchi,0
Pororo,0
ManGo,0
大余发布,1
二雷Ray,1
汪麻糍乐平市鲜艳食品有限公司食品专卖店,2
618🔥【声优型情感主播】🔥,1
沂蒙山尕老太,1
农民入门指南,1
卡车司机聂建文（直播号）,1
会稽山,0
麦清,0
颉优好物,1
傻白呀,1
葡记食品旗舰店,2
Excel表格技巧学习,1
不帅的哥家的生活,1
MICHERR,0
大美夸张配饰,2
菲寻官方旗舰店,2
七饭哥,0
张狂很好奇,1
新邑文化传播有限公司,2
桑得,0
遇见美物果蔬旗舰店,2
我是珊姐吖,1
小美品牌女装,1
佟音bro,1
即墨区瑞诩大叔服装店,2
香水专业沙龙香,2
BAKAFU,0
双鸭山公安,1
一株莲优选,2
姚若希Assisi,1
御匠坊轻奢女包,2
花姐教你做表格,1
AQUALABEL,0
闪耀吧大运河,1
芝士小狗冻,1
劳仑兹,0
猪猪女侠,1
印小天,1
户外唱歌磊（12月2号生日演唱会）主持轩,1
农村小野,1
fennec_english,1
萌萌的日常扎发,1
虎扑影视,1
FUCHU,0
一点生活卫浴,2
鑫润打底服饰,2
多比1号童装店,2
刘小妖~《80后逐梦男团》创始人,1
卡西西文创,2
孩子乖乖喜当爹/12.3冬季保暖日化专场,1
小明同学,1
小张啊,1
宛裕美食店,2
瑜铃,1
刚叔 聊谈判,1
泰克斯乐,0
水镜欢乐年货,2
云朵冲啊,1
怀恒,0
蚊姐撩车,1
F1世界锦标赛,1
鸿星尔克臻选专卖店,1
我才是haha,1
索途,0
爱梳小店,2
华宇食品,2
田亦雨,1
花生夫妇,1
诺希数码旗舰店,2
Hotata,0
丸子头零一,1
崔禧记小店企业店,2
quansan,0
Face,0
华语歌手门丽,1
瑷丝特兰,0
车圈腿妹,1
施瓦辛格.雪,1
王昕-老板商业经,1
金立信酒类专营店,2
左点官方旗舰店,2
谬涵,0
白亦,1
国际电工,0
潮搭达人,1
荣庆商品,2
陈羽佳.cyj ₉₉,1
欢畅食品,2
阿勇,0
少吃辣条,1
锦绣阁服饰,2
美思内衣,0
尚诚衣舍精品童装,1
乡村野光,1
眠羊,1
双花牌官方旗舰店,2
蓝视达眼镜屋,2
六一六一,1
阅友免费小说,1
爱丽丝服饰,1
COSONE,0
BESTRAY,0
味可吉,0
陈发发,1
锌子瑞,1
鸿运饰品（工厂直发）,1
珍大户,1
狗头菌呀,1
猎天下,0
姚百万✨,1
滋养世家,2
欧欧服饰个体店,2
高林强的小店03,2
梦幻手机壳工厂店,2
重庆音乐广播,1
广州特特,2
李山锅,1
博顿,0
TACOOMO,0
和颖儿,0
黑狮专营店,2
霞乐晴,0
三星官翻机直播间,1
张雅婷,1
天师张品漫,1
乖迪鸭童装,2
慕思DeRUCCI,1
小豚豚豚鼠,1
回力女装奥莱旗舰店,2
探秦,1
yt156888,1
体育迷,1
阿里秀趣游历史,1
铂力人BOLIREN官方旗舰店,1
科学知星,1
小鹿高端自产工厂店,2
ANZIYAN,0
稼乡宝,0
花之君子,2
球球大作战付击,1
农村宝妈/梦宝,1
东秦百姓,1
广东经视,1
妮可neko,1
小如老师护理,1
巴图&博谷,1
枕岛,0
雨融,1
宝智方,0
喜三朴,0
Rosyclouds,0
是茜茜呀,1
皖镁彩妆发品,2
晓菲姐,1
六盏陶官方旗舰店,2
阿凡迪内衣旗舰店,1
viki亚,1
小姨晴儿儿,1
赵峰（山西四人行）,1
天源吉业,0
日不落优选联盟,2
丽星商贸专卖店,2
CoverOrange保卫橙色中山市橙色文化服饰有限公司内衣专卖店,2
如愿老师（如愿阁）,1
伍妹玩具小屋,1
BUEATY NEWS,0
K晨哥哥,1
丛总  瑞士军工中国区CEO,1
牧马人官方旗舰店,2
是羊蜜哟,1
佑儿圆,0
川剧男孩华华,1
零食抱抱HUG FOOD,2
中医李丽娜教授,1
科技阿丽塔,1
凤凰网财经,1
黑土说食品旗舰店,2
lz020000,1
玲玲杂货铺,2
康师傅云图专卖店,2
思琪女包,2
美团外卖,1
傻宝乐园,0
雪亮家居旗舰店,2
珍巢表妹🎀,1
王会计家鞋子,1
猫人MiiOW龙玲专卖店,2
是静宜呀（6号早八点美容仪双12超级大场,1
Vanward,0
宁羴源,0
Homerun,0
唯此速食旗舰店,2
不美 不萌 不倾城,1
秦晴优品,2
来红家居,2
贝喜登,0
彦麟哥,1
笑春风广场舞,1
HAIGAOGAO个人防护旗舰店,2
深夜张给力,1
乔uu,1
YANGZI,0
YUTOOL官方旗舰店,1
杨博士中式运动,1
舒湘君,1
Nicomama官方旗舰店,2
葵花个护用品旗舰店,2
优不二舟山众客供应链管理有限公司水产制品专卖店,2
小黄象食品旗舰店,2
赖茅,0
蛋白妈咪,1
皮草,0
蕾要快乐吖🔅,1
今天周一,1
喜茶官方旗舰店,2
DreamWave,0
菲常视野,1
YOBN优步禄旭女鞋专卖店,2
陕西1频道,1
胖虎.🐯,1
义乌郁珍电子商务商行,2
ELFBOX深圳名妍时尚国风,1
CREAZIONI,0
吕书超超,1
桐轩食品店,2
许几何,0
小羽毛Gabrielle,1
Hyeku,0
菜波,0
FAYTOBE,0
纳哥房产,1
王老师超级物理✅💯,1
婵,1
YAMANSU,0
趣小逗零食,2
翠果剧场,1
老田茶山,0
我的影子动画,1
小晚酱echo,1
红红🌈,1
石榴姐,1
商业,1
佰儒,0
七塘罗大叔渝味美调味品专卖店,2
XIAO BI WA,0
翰林院装饰画个体店,2
Myonly麦欧丽美妆旗舰店,2
双奈,0
梦懿,2
毅趣专营店,2
中医张娇大夫,1
爱米秀家居生活馆,2
二条山珍农货铺,2
慧雨果源头工厂,2
土豆喵,1
悦悦妈严选特产,2
孩优贝亲子装童装,1
Miss周淇-生活分享号,1
🔥辣妹,1
张皓轩s美妆护肤店,2
🌸布丁糖糖🌸,1
奶糖派官方旗舰店,2
YUHSI,0
勾夏家居店,2
静静爱吃喝,1
陶客熊,0
熙薇时尚,2
江苏周扬青.,1
新润雅小店,2
宇宙舅舅十六个外甥！,1
凤凰传奇曾毅,1
人间大葱,1
仁音,0
爽姐讲财,1
悉诗个体店,2
拜了个白,1
YUYUE COLLECTION,2
优优小佳烘焙个体店,2
EIA,2
倍益暖优选,2
朵朵女鞋工厂,2
LiQT,0
古芭诗饰品,2
春风爱乒乓,1
陌煞（12月1号生日18点露脸首播）,1
say love,0
电迈家居用品旗舰店,2
嘿耳,0
羽逸,0
黄凯XK,1
Geboline,0
包爸贾万兴,1
是天线呀,1
俏爱缇内衣旗舰店,2
KATONGTU,0
于强,1
小多服饰店,2
11111啊,2
旭鹤堂食品专营店,2
某人,1
三个魔发匠旗舰店,2
JM中脉配饰旗舰店,2
华之京,0
LOL手游小布,1
卫芳食品,2
美食小当家！,1
寻鹿娱乐,1
冷叔笔记,1
宝利优润,0
STEGNER,0
朱永清（嘴替版）,1
李克勤,1
优新阁,2
好听音乐🔥,1
JIUDIIMAN,0
雅鹿家居旗舰店,1
凡凡小可爱🧸,1
47442806159,1
拇指白小T互易联盟专卖店,2
青青女鞋店,2
帝兹,0
骆驼动感,0
美熹严选,2
五常阔田农业,1
刘仪伟的人间烟火,1
兰香缘食品旗舰店,2
皙玥,0
小童学童衣铺3号店,2
江苏小蓉,1
王大嘴,1
波波来了,1
虞小九女装服饰,2
益飞影视,1
仲夏微凉,1
SASA的丸子妹,1
jiaxiangren,0
建房图纸之家,1
荷諾,0
有点六,1
小阿静✨,1
钛阳,0
子辰与海,1
美发养发护发工厂,1
StaufferFamily,1
Q’S,0
九阳全屋智能旗舰店,2
吉朝韵,0
Junerose,0
MIDIMIQI,0
古月语,0
嘉年华,0
海布森,0
糖小果女装工厂店,1
崽er,1
周奇2000,1
势得严选好物,2
天天娱乐汇,1
龙视新闻,1
庆凡工作室,2
球球影视,1
名靓洗脸巾旗舰店,2
小橙紫水果旗舰店,2
今氧旗舰店,2
贵,0
地图君,1
晟贤专营店,2
迪哥童品,2
CFFRYY,0
皮皮又饿了,1
王兑,1
白金汉爵王菊,1
小斌钓鱼,1
婴之行,0
小柠不7辣,1
星闻,1
REVER官方旗舰店,2
哆瑞咪童装店,2
红猎老哥,1
阿佑,2
一汽丰田,1
BI LUO,0
桂林生活网,1
言西早老师,1
不林不林_,1
yi梅姐,1
KING OF BLING,0
小 多 宝,1
浅衫,0
启萌母婴用品,2
广东仔-鸡昌,1
英语鬼才一凡(直播三周年庆),1
俞修军（灵魂演绎）,1
晨泉集团（双十一返场专场）,1
亿佰伦,0
UI DECORATE YOUR LIFE,0
壹衣服饰,2
GRAPEVINE,0
野生兜～,1
放开那历史,1
二傻《飞虎队》12月11～12号生日周年,1
春哥🔥,1
鲛龙族,0
必刷题官方旗舰店,1
皓皓阅图书旗舰店,2
巅峰玩家,1
精武,0
前田工具,0
云曼秀女装,1
白胖胖爱美食🍀,1
克莱鹅,1
净研氏,0
OIDIRE,0
肌先知萌洁齿（深圳）日用品有限公司专卖店,2
钱多多好物分享1,1
妮妮儿童编发,2
豆磨家,0
四两拨千金,0
叠宜叠,1
周麟嘉,1
神雕侠本人,1
优艾利斯,0
宝树行,0
招招姐💎,1
芯痧-杨莉,1
春柚美甲饰品,2
沸闻天下,1
新仟慕优选商贸,2
家常美食小韩,1
采埃孚,0
RK,0
李李服饰服装店,2
益欣速食专营店,2
柚语严选,2
无心观影,1
沫沫妈辅食,1
李糯米Dew_m,1
毛妮原创设计,2
姜琴丹（강금단）,1
丝丝的美好生活,1
蔸蔸哩,1
好波,0
刺猬鱼眼镜,1
AN-RIDDLE,0
阿大佳品,2
悦动优选,2
鑫旺家居,2
永远快乐,1
黑龙江省尚典科技发展有限公司,2
皇沟御酒,0
乐莎电子商务,2
轩宁文化轩宁,1
爱你一生，永不放弃,1
知处商贸,2
斯特克伦堡,0
爱酷熊,0
Snowman,0
松松在日本,1
老冯烤羊蝎子,1
峻晰轻奢时尚饰品专营店,2
示朵官方旗舰店,2
朗科,0
春旺官方旗舰店,2
妙赐,0
芸芸中式健身,1
林北北,1
村长推荐,0
林依依睡衣,2
陈琦,1
李喜梅妹妹的小店,2
小倩妹妹,1
嘉德睿,0
七小哥,1
东方烟草报,1
文具小象,2
华美舞动广场舞,1
林夕追剧,1
霞🍒🍒,1
迪奥,0
酷德森,0
少杰科学,1
春媛正能量,1
JACK JONES,0
小牛货栈优选店,2
迪士尼Disney精选童装,1
瑾宇家居,1
写字的西瓜,1
粗粮密码,2
心鸟本色,0
阿哥家鞋服优选,2
大瑞儿环国旅行,1
全球硬曲（荣诚电子商务）,1
疯娘娘,1
啦哥影视梗,1
开盖有奖,2
胡锡进,1
闽道,0
掘肉勇士,0
十个勤天,1
与颜私物内衣,2
陈汉煜,1
盐城心儿❤️,1
三利官方旗舰店,2
鹏哥！！,1
美作（二十年护肤品工厂）,1
乐桃服装优选,2
Datou sister,0
馨得好家居用品旗舰店,2
huafeigu,0
段姑娘小沙兜👉电影十全九美村已上映,1
饿马,0
MUBU,0
宝酷专营店,2
高进AG,1
暖暖的弦小宝,1
霖霖历史,1
迷藏卓玛,1
美梦生活,0
笔尖上的躁动,1
优美家官方旗舰店,2
路之意,1
阿宋的故事,1
茶翁古镇旗舰店,2
秋香姐,1
邳州律师姜威,1
小影说片,1
KOUFANLUO,0
是你的垚,1
九月木兮,0
有财,2
WuDiXiaoChong,0
鲁邮农品甄选,2
宫廷宝贝,1
刘雨飘②,1
舜彤坊,0
小女子精品小店,2
迷你西行小队,1
摩尔家陈泰山,1
鸭鸭盛百专卖店,2
晓春哥XCG,1
潮品优选5号店,2
王小骞,1
芋君,1
燕子姐👸,1
小,1
宋老师面部肌肉管理,1
来呀官人,1
骏咫小店,2
罗大雄,1
海上漂流,1
煮福缘,0
水姑妈,0
Bright Sky海外专营店,2
青侬侬果蔬旗舰店,2
CF关分寸,1
宝藏阿时,1
夕瑶XIYAOOO,1
中国邮政平邑甄选,2
鑫云陶瓷生活馆,2
朗哥梦想商店,1
G2000,0
